,0,1,2,3
21082,Twitter is evil. It has made me forget about Facebook and keeping in touch with good friends. Feel bad ,😔,😞,😕
21083,Babysitting  About To Go To Metro Centre,😅,😬,🔫
21084,Still not feeling well..... one more day in bed I guess ,😴,😞,😷
21085,"I cleaned the CPU fan, and the back of my power supply. Lots of dust. Don't have a system fan at all. Still loud. ",😕,😑,😐
21086,"@ssava omg. i am SO sorry, scott. my laptop's been playing up, and i've only been able to check the comics i remember. yours wasn't one! ",😞,💔,😢
21087,Back home. Bought a cute pink dress for my girl and found out that all my followers have dissapeared. ,😄,😊,☺
21088,Sitting up listening to music till 4am cause you're upset isn't wise. Boo to only 6 hours sleep ,🎶,🎵,😴
21089,"Feel really down today, have no idea why (oh yeah, back to college tomorrow)   x",😢,😔,😞
21090,"And with that note, I will now sleep. I have a lot of homework to catch up on.... ",✌,😪,😴
21091,@LordBlackadder Yes I agree with that one!Clue starts next week without Humph sadly  but with @stephenfry as a host...,👍,😉,😢
21092,@deancarl Yes! The Master P was meant for you. I wish I didn't mess of up now. ,😢,😞,😔
21093,"@tommcfly excuse me, I'm very disappointed that Amsterdam got Down Goes Another One and Sydney didn't!!!    ",✋,😡,😠
21094,Taking @_Catty_ to the train station today ,😬,😎,👍
21095,mega tired today. Might have had somethting today with downstair singing away until the early hours friday/saturday ,🎵,🎶,😴
21096,"my XSD generated class is failing, &quot;unable to generate temporary class&quot; ",😑,💔,🔫
21097,"ugh, i have like a permanent headache! i want to go ice skating tomorrow but apparently its closed! GAYYY i dont want holidays to end ",😖,😣,😫
21098,"@Moonchild66 i sleep on my right all the time and have a clicky shoulder as a result, ",👍,😉,😴
21099,Boo. Another day at work! ,😣,😔,😞
21100,Super cold. ,😣,😬,😖
21101,"OMG I am sooo hungover.  Major head ache, shakes and sweats.   Now I have to somehow work in the kitchen  Such a good night though.",😣,😖,😷
21102,@Sr_Pedro still here.  Going home Monday.  ,😢,😊,👍
21103,@rachMcfly how do you keep changing your name? it doesnt work for me ,😔,😕,😢
21104,"is gutted at the fact that there is no bread, no milk, no orange juice, no crisps &amp; is completely bored of living off easter eggs. ",😔,😢,😞
21105,Finally up. Overslept ,😴,😣,😓
21106,@maliajonas hahaha that is what i say ALL THE TIME : but i have to do it ,😬,🔫,😅
21107,"@BW101 it's brilliant, huh? disappointed that it won't be on the dvd too! Wish they filmed UCAP ",😕,😢,😞
21108,its 4:40 am and im still not sleepy ,😕,😑,😐
21109,Another sunny day it seems! Off to work a little later. Will miss the first half of the FA Cup semi ,😕,😞,😢
21110,@jaredleto http://twitpic.com/3l2sb - it's very dark .... but where are you ? ,😳,👀,😉
21111,"Bored...Danica woke up at 4, now I can't go back to sleep ",😞,😣,😫
21112,didn't win the 5 smarts.  damn it.,😤,😠,😡
21113,It's taking so long time to back up all files on MBP w/TimeMachine ... will replace HDD later at home ,😓,😞,😢
21114,@phil_hellmuth sorry to hear that ,😞,😔,😕
21115,wants to add a photo but they wont let me ,😡,😤,😠
21116,Is keen for a big fat greasy double or possibly triple cheeseburger. Hmmmmm. Yum. Already had dinner. Maybe another nite. ,😉,😜,😋
21117,"@wenndyy I also dont want to cut. But if I dont cut, Tong will kill me. And if I die, i will not have both money and love ",🙅,😢,🔫
21118,am feeling unhappy everyones seeing mcfly and i am not...silly shows being too far away ,😞,💔,😢
21119,"Brixton for @Underoathband, @kbeevs bday and lolz including @sarahvsshark @helenlolzzz @miketreat @katieparsons but NOT @_startafire ",😄,😉,😜
21120,Damn!Damn!Damn! I don't want to miss Nidhi's wedding!! ,😢,😖,😫
21121,242AM just got home. in biggggggg trouble from mommy ,😪,😣,😞
21122,Shout out to all my fresh out the box shorties wish i couldve partied wit yall lastnite but a nigga had 2 work  waitin for 7 i need sleep,😩,💯,😴
21123,beautiful Sunday morning - just 100+ emails to check through ,😊,👍,😎
21124,weekend nearly over school opening on tuesday Damn!! ,😫,😁,😬
21125,@therealTiffany what Liddell lost ? Damn I missed it ,😩,😢,😕
21126,can't watch the FA Cup tonight    Goodluck me Red Devils!,😠,😈,😡
21127,work to my bf watching southpark and then jumping of bed to visit a friend without me  ....doing bikram at 3 though,😑,👍,😴
21128,@nnyleinahpets I know how u feel ,😞,😢,😔
21129,@JanaAlyssa They should! Jealous. ,😠,😜,😉
21130,@jaredleto humm ... love your last pictures but ... little bit dark Jared and you ? where are you ? ,👀,😜,😉
21131,just got back from my great grandma's funeral  She lived a long 107 years,💔,😪,😢
21132,@wings_butterfly brutterrimo anche l�? ,💓,😜,😄
21133,just as long as it doesnt turn into the bastard child that Sensation White did....it used to be different  #asot400,👊,😠,😡
21134,@staceylovesDW makes me wonder!  two things ppl talk about...they're doing this for the money or they're &quot;old&quot;.  really bugs me... ,😤,😡,😠
21135,Server crashed - about 20 mins before a 3 hour copy ended - back to square one ,😠,😑,😡
21136,"@MikeyMarks bless you. If I could accord to employ you, I'd find a job for you to do. But I can't ",😞,😔,😢
21137,Bugger! Went past my 2000th tweet... I was saving that for a special occasion. ,😜,😠,😡
21138,@marginatasnaily is that yeah right good idea  or yeah rite   ?,😜,😉,😏
21139,@joeyjepson aw I'm sorry man  I love you too. We'll have to talk in the morning,😞,😘,😔
21140,@OnTimeToday I miss you ,😔,😢,💔
21141,bunged up ,💪,😈,🎵
21142,"rain? what rain? Dang, the only rain was in ShangHai! Should've walked anyway! ",😑,😡,😠
21143,Counting down the days until maternity leave is over and I return to the dark side ,😬,🙈,😈
21144,@ALOliver  me to but nearest 1 about 150 miles away  enjoy your walk tweet later have fun Lol,😜,😄,👍
21145,Why is everyone offline on twitter? ,😳,😐,😕
21146,@pkj fir to pakka airtel only stole it..and you are ditching reliance ? ,😠,😉,😜
21147,Turned on TV to see the F1 champagne ceremony (I recorded the race). I wasn't able to change channels. Major panic &amp; spoil in the morning ,😖,😣,😬
21148,@marginatasnaily haha! yes she is. bloody time difference ,😄,😉,😜
21149,Back in da city  means back to work tomorrow  although I have shot nearly 4 rolls on the fisheye ,🙈,😬,🔫
21150,you're so far away now.. how can i reach you? ,💔,🎵,🎶
21151,Irritated it not being able to upload a pic   aaaaaarrrrrrrrr,😤,😡,😠
21152,enjoying the f*cking beautiful weather!!!!! Oh and working in the backyard ,😄,👍,😎
21153,Re-reading dissertation - Bad Times ,🔫,🎶,🎵
21154,@bad_housewife Britains Got More Talent especially dull. In Ireland on TV3 it pushed Hell's Kitchen back an hour later ,😡,🙈,👍
21155,I think I need to go to the doctors ,😣,😖,😷
21156,essendon lost  jeex why dont u learn to kick straight bombers....ohh well at least our coach isnt terry wallace,😠,👍,😡
21157,Actually considering maybe getting my foot/ankle looked as as still don't have all the movement back rom Thursday night yet ,😅,😬,🙈
21158,doesn't want the holidays to end.. ,💔,😔,😞
21159,The Purple Turtle was VERY dark last night. I got some good videos of the bands but they are a bit dingy  Will upload later.,😬,😈,😕
21160,"@amazingphoebe mmh, you are stupid sometimes, but not as much as me, for i am the stupid, fucked up, retarded one in our relationship ",💔,😡,😠
21161,No one wants to follow me ,😞,😢,😔
21162,I want to go on MSN arrrgh ,😔,😫,💙
21163,@JayFmOnline  Your last tweet was touching jay x hope your grandma is ok,😔,🙏,😢
21164,Arrived at home and still unwell ,😞,😪,😷
21165,"on my way to play some fieldhockey, too bad there's only 8 of us... ",💁,😜,😏
21166,"@nicolerichie its the sadest ting, not kidding ",😏,😂,😉
21167,@robertbland I heard of going over falls in a barrel - but not a plane - doesn't sound like it is recommended  sad,😞,😢,😕
21168,gahh i hate homework !!! ,😡,😠,🔫
21169,"Murrrr I'm rusty.  Had to put lots of my website stuff on hold during college. Trying to revamp my portfolio, tough work.",😓,😖,😣
21170,@mjrojas that stinks. ,🙊,😖,😷
21171,asot400 is down in the trending topics. too bad.  #asot400 http://bit.ly/13i3Yp,😜,😞,😢
21172,so tired had like no sleep in ages!! ,😞,😫,😴
21173,is not very excited about uni 2morow... i didnt even manage 2 catch up over the holidays ,😢,😞,🙈
21174,COUNTDOWN: 12 more days till the last day of high school. Aw man. ,😔,😳,😢
21175,"@rossbreadmore sounds like fun, no sunshine here  Are you following me on ali_bubblegate and ali_mosaic?",😉,😄,😜
21176,hmmmm..... i need a hug. ,😞,💔,😢
21177,WHERE�S JOE ,😩,😕,👀
21178,I sure do hate being up this early. Didn't get any sleep. ,😞,😣,😴
21179,@coreyjrush i was gunna invite you to dinner but i thought you may have been busy assignmenting ,😢,😔,😉
21180,@JasHale Awwh  where is Alice?,😔,😞,😢
21181,My head hurts ,😓,😖,😣
21182,forgot to wish @HelentheKing the best of look for her interview today! ps last night got worse! and i was very tired! ,😣,😞,😴
21183,@dymondjenai oooh your always at that mysterious job ,😏,😜,😉
21184,@Sugar117 It's not that. It's just that I found the right shoe under hella shit and I think that warped it to the point of cutting. ,😅,😂,💀
21185,WAITING FOR LOSER PETE TO COME ONLINE-ALONE IN THIS CITY -I WOULDNT BE SO PATHETIC TO TALK TO A 42 YR PERV OLD WITH NO JOB AND MULLET ,🙈,😷,😡
21186,"Missed most of the #f1  Damned thing didn't record. Still, didn't miss much. Well done Red Bull, congrats",👊,👍,👏
21187,"Morning! Lovely weather again today, not! ",🙅,😄,😠
21188,i wanna work there 2 but they say there not hiering  .. well im goin 2 bed now,😒,✌,😴
21189,I need some good meds to make me sleep cuz being an insomniac sucks when ur in a hotel room and both of ur friends r asleep ,😣,😞,😴
21190,waahh i'm home... &amp; i'm sick.. ,😣,😖,😷
21191,I've been awake for almost 24 hours and still can't sleep ,😣,😴,🔫
21192,Back in London ,😎,🙌,✌
21193,@mikediaz1977  im sorry is your arm feeling any better,😞,😢,😔
21194,is feeling totally lost without a website or email ,😣,😓,😕
21195,I want Miiiiiiiiiiiiilk! DAMN! ,😩,😠,😫
21196,why can all of my friends work nights? then i'd have someone to talk to.   ,😕,😞,😔
21197,@JonathanRKnight Looks like u r done for the night.    Get some much needed rest and enjoy your time off!! Love U,❤,💜,😘
21198,I'm hating myself so much right now. ,😣,😔,🔫
21199,Am so not looking forward to going back to school ,😖,😣,🔫
21200,skinhead &lt;3 so many in such a small place i nearlly jizzed myself. Missin my cheffy though ,😞,💔,😢
21201,@MattBeesley No Twitter promocode giveaways? ,😕,😞,😢
21202,Why is no one online at this time ,😤,😡,😠
21203,almost 3 am and i have to b up at 7.  bummer. oh well just push through with lots of coffee and redbull then crash hard around 3 pm.,👍,💪,😴
21204,"i have to go look after oscar for the rest of the night, i'll talk later  i love her, very muchly  probably find it hard to believe ",💕,💛,💖
21205,"My cousin tells me that, &quot;You don't have a life besides Internet!&quot;, I just don't know how far it's true. ",😳,😐,😕
21206,cold and raining ,😣,😖,😪
21207,#BSG complete series #bluray available for pre-order at amazon. US$245 though so it's a bit out of my price range  http://bit.ly/r63EP,😕,😬,👍
21208,@huyzing Please bring me an S-size one  #barcamphanoi,😭,😋,🙏
21209,"bk 2 school 2moz..  as usual, cramming in all hwk in 1 day...oops.  u would think i would have learnt by now - no chance.",😖,😬,😓
21210,pretty sure i just ruined any chance of having a good relationship with my brother and his future wife. i wish i were joking.   ,😕,😞,😔
21211,@sebby_peek i do believe you  i love you too ,💜,❤,😘
21212,@vlad_dracul  I called you twice ,😒,😠,😑
21213,Is not recovering very well from a night in with the girls ,😖,😞,😷
21214,"ewww work in a while,yay much effort to get out of bed ",👍,🔫,😴
21215,Would actually like a decent night's sleep for once. GRR. ,😤,😡,😠
21216,@CannonGod sadly not; Nottingham floodplain all the way. There's a few hills but they're tiny ,😢,😞,😕
